,prediction
96927,1.9 foot
96928,1.9 foot
96929,2.55 inch
96930,25.4 gram
96931,8.2 inch
96932,21.0 centimetre
96933,21.0 centimetre
96934,3.9 inch
96935,49.0 centimetre
96936,24.0 centimetre
96937,35.0 millimetre
96938,35.0 millimetre
96939,25.0 millimetre
96940,25.0 millimetre
96941,25.0 millimetre
96942,4.3 centimetre
96943,4.3 centimetre
96944,56.0 centimetre
96945,75.0 centimetre
96946,11.0 inch
96947,6.3 centimetre
96948,6.3 centimetre
96949,25.0 centimetre
96950,3.65 centimetre
96951,3.65 centimetre
96952,38.1 millimetre
96953,1.5 inch
96954,78.7 inch
96955,3.54 centimetre
96956,3.6 centimetre
96957,15.0 centimetre
96958,26.0 centimetre
96959,100.0 watt
96960,13.0 centimetre
96961,13.0 centimetre
96962,185.0 millimetre
96963,185.0 millimetre
96964,185.0 millimetre
96965,7.87 inch
96966,24.0 centimetre
96967,2.2 inch
96968,80.0 millimetre
96969,80.0 millimetre
96970,8.0 inch
96971,11.42 inch
96972,33.0 centimetre
96973,2.82 centimetre
96974,40.0 centimetre
96975,40.0 centimetre
96976,40.0 centimetre
96977,75.0 centimetre
96978,40.0 centimetre
96979,5.0 centimetre
96980,15.0 centimetre
96981,20.0 centimetre
96982,20.0 centimetre
96983,15.74 centimetre
96984,9.0 centimetre
96985,9.0 centimetre
96986,16.0 centimetre
96987,21.0 centimetre
96988,21.0 centimetre
96989,21.0 centimetre
96990,37.5 inch
96991,37.5 inch
96992,150.0 millilitre
96993,17.0 centimetre
96994,7.0 inch
96995,8.25 inch
96996,8.25 inch
96997,8.25 inch
96998,2.5 centimetre
96999,3.0 centimetre
97000,60.0 centimetre
97001,4.0 centimetre
97002,4.0 inch
97003,24.0 centimetre
97004,7.0 gram
97005,24.0 centimetre
97006,40.5 centimetre
97007,8.0 centimetre
97008,3.14 inch
97009,24.0 centimetre
97010,9.35 ounce
97011,10.0 centimetre
97012,10.0 centimetre
97013,2.0 inch
97014,2.0 inch
97015,24.0 centimetre
97016,10.0 centimetre
97017,10.0 centimetre
97018,22.0 centimetre
97019,8.0 centimetre
97020,8.0 centimetre
97021,25.0 centimetre
97022,3.0 inch
97023,23.6 inch
97024,8.0 centimetre
97025,8.0 centimetre
97026,1.24 centimetre
97027,25.0 centimetre
97028,4.6 inch
97029,4.6 centimetre
97030,13.7 inch
97031,30.0 centimetre
97032,30.0 centimetre
97033,30.0 centimetre
97034,43.0 centimetre
97035,27.5 centimetre
97036,9.0 centimetre
97037,9.0 centimetre
97038,3.0 millimetre
97039,3.0 meter
97040,1.2 meter
97041,0.9 inch
97042,5.19 inch
97043,38.0 centimetre
97044,40.0 centimetre
97045,40.0 centimetre
97046,77.0 millimetre
97047,77.0 millimetre
97048,77.0 millimetre
97049,12.0 inch
97050,11.82 inch
97051,15.5 centimetre
97052,34.5 centimetre
97053,4.72 inch
97054,4.72 inch
97055,4.72 inch
97056,160 pound
97057,3.7 centimetre
97058,28.1 inch
97059,1.0 litre
97060,18.4 centimetre
97061,26.0 centimetre
97062,60.0 centimetre
97063,3.7 inch
97064,3.7 inch
97065,12.5 centimetre
97066,33.0 centimetre
97067,4.7 centimetre
97068,3.9 inch
97069,3.9 inch
97070,47.0 centimetre
97071,16.0 inch
97072,41.0 centimetre
97073,25.0 centimetre
97074,25.0 centimetre
97075,2.0 inch
97076,38.0 centimetre
97077,3.54 centimetre
97078,90.0 gram
97079,45.5 centimetre
97080,70.5 centimetre
97081,70.5 centimetre
97082,24.0 centimetre
97083,5.0 centimetre
97084,41.0 centimetre
97085,41.0 centimetre
97086,41.0 centimetre
97087,15.0 centimetre
97088,2.93 inch
97089,190.0 centimetre
97090,4.0 centimetre
97091,10.0 inch
97092,3.0 gram
97093,4.0 gram
97094,40.0 gram
97095,18.0 inch
97096,18.0 inch
97097,18.0 inch
97098,1.7 ounce
97099,2.0 inch
97100,10.6 centimetre
97101,2.0 meter
97102,2.0 meter
97103,2.0 meter
97104,4.72 inch
97105,4.0 watt
97106,"[26.0, 66.0] volt"
97107,6.5 centimetre
97108,6.5 centimetre
97109,6.3 centimetre
97110,6.3 centimetre
97111,18.0 centimetre
97112,18.0 centimetre
97113,170.0 centimetre
97114,170.0 centimetre
97115,22.8 inch
97116,22.8 inch
97117,7.75 inch
97118,10.0 centimetre
97119,10.0 centimetre
97120,80.0 centimetre
97121,80.0 centimetre
97122,80.0 centimetre
97123,350.0 gram
97124,4.0 inch
97125,4.9 inch
97126,7.5 inch
97127,7.9 centimetre
97128,37.5 centimetre
97129,6.5 centimetre
97130,11.0 centimetre
97131,4.0 inch
97132,4.0 inch
97133,78.0 centimetre
97134,5.5 inch
97135,30.7 centimetre
97136,7.0 centimetre
97137,7.0 centimetre
97138,15.0 centimetre
97139,15.0 centimetre
97140,15.0 centimetre
97141,3.2 centimetre
97142,3.2 millimetre
97143,7.0 inch
97144,3.4 inch
97145,14.0 centimetre
97146,14.0 centimetre
97147,6.7 inch
97148,6.0 centimetre
97149,8.25 centimetre
97150,11.22 inch
97151,11.22 inch
97152,3.0 meter
97153,3.0 meter
97154,120.0 centimetre
97155,7.0 centimetre
97156,37.0 centimetre
97157,7.0 millimetre
97158,7.0 millimetre
97159,7.0 millimetre
97160,40.0 centimetre
97161,40.0 centimetre
97162,25.0 millimetre
97163,8.1 centimetre
97164,18.0 centimetre
97165,5.0 centimetre
97166,5.0 centimetre
97167,5.0 centimetre
97168,18.0 inch
97169,18.0 inch
97170,100.0 millilitre
97171,8.45 fluid ounce
97172,1.0 ounce
97173,22.0 centimetre
97174,13.6 inch
97175,37.0 inch
97176,30.0 centimetre
97177,49.2 centimetre
97178,0.78 inch
97179,23.22 inch
97180,18.0 centimetre
97181,12.0 centimetre
97182,26.0 centimetre
97183,26.0 centimetre
97184,20.0 centimetre
97185,20.0 centimetre
97186,7.3 inch
97187,4.25 centimetre
97188,34.0 centimetre
97189,10.5 centimetre
97190,60.0 centimetre
97191,27.36 inch
97192,19.09 centimetre
97193,50.0 centimetre
97194,50.0 centimetre
97195,50.0 centimetre
97196,31.0 inch
97197,7.48 inch
97198,7.48 inch
97199,3.27 centimetre
97200,30.0 centimetre
97201,15.6 inch
97202,440 pound
97203,17.7 inch
97204,800.0 millimetre
97205,800.0 millimetre
97206,68.4 centimetre
97207,34.0 centimetre
97208,34.0 centimetre
97209,69.0 inch
97210,80.0 centimetre
97211,50.0 centimetre
97212,32.5 inch
97213,32.5 inch
97214,32.5 inch
97215,11.0 centimetre
97216,11.0 centimetre
97217,4.0 centimetre
97218,30.0 centimetre
97219,20.0 centimetre
97220,60.0 inch
97221,23.6 inch
97222,23.6 inch
97223,6.1 gram
97224,36.0 centimetre
97225,36.0 inch
97226,36.0 inch
97227,35.0 centimetre
97228,35.0 centimetre
97229,35.0 centimetre
97230,9.25 centimetre
97231,3.0 centimetre
97232,33.5 centimetre
97233,33.5 centimetre
97234,4.5 centimetre
97235,3.0 inch
97236,18.0 centimetre
97237,9.25 inch
97238,20.0 inch
97239,54.0 centimetre
97240,54.0 centimetre
97241,54.0 centimetre
97242,3.0 centimetre
97243,55.0 centimetre
97244,30.0 centimetre
97245,3.0 centimetre
97246,2.0 ounce
97247,7.5 centimetre
97248,7.5 centimetre
97249,7.5 centimetre
97250,350 pound
97251,50.0 centimetre
97252,1.3 centimetre
97253,1.3 centimetre
97254,3.94 ounce
97255,21.0 centimetre
97256,21.0 centimetre
97257,48.0 centimetre
97258,40.0 centimetre
97259,3.0 inch
97260,3.0 inch
97261,4.5 centimetre
97262,4.5 centimetre
97263,15.0 inch
97264,15.0 inch
97265,15.0 inch
97266,10.0 centimetre
97267,25.2 inch
97268,25.2 inch
97269,7.5 centimetre
97270,13.4 millimetre
97271,38.0 centimetre
97272,38.0 centimetre
97273,115.0 millilitre
97274,23.0 centimetre
97275,14.8 centimetre
97276,3.0 centimetre
97277,3.0 centimetre
97278,15.0 centimetre
97279,15.0 centimetre
97280,3.7 centimetre
97281,8.27 centimetre
97282,50.29 centimetre
97283,150.0 millimetre
97284,10.0 centimetre
97285,10.6 inch
97286,10.6 inch
97287,27.55 inch
97288,27.55 inch
97289,3.0 foot
97290,1.0 inch
97291,1.0 inch
97292,70.0 centimetre
97293,3.0 yard
97294,3.0 centimetre
97295,18.0 centimetre
97296,9.0 inch
97297,9.0 centimetre
97298,20.6 centimetre
97299,2.5 centimetre
97300,2.5 centimetre
97301,2.5 centimetre
97302,13.0 inch
97303,13.0 inch
97304,64.0 ounce
97305,6.0 centimetre
97306,20.0 centimetre
97307,3.5 inch
97308,18.0 centimetre
97309,18.0 centimetre
97310,12.0 centimetre
97311,12.0 centimetre
97312,12.0 centimetre
97313,40.0 millimetre
97314,15.7 inch
97315,13.0 centimetre
97316,13.0 centimetre
97317,3.97 inch
97318,3.97 inch
97319,3.97 inch
97320,8.55 centimetre
97321,8.0 centimetre
97322,14.0 millimetre
97323,14.0 millimetre
97324,9.8 centimetre
97325,9.88 gram
97326,5.19 centimetre
97327,4.0 centimetre
97328,1.0 gram
97329,300.0 centimetre
97330,20.0 centimetre
97331,4.7 inch
97332,17.2 centimetre
97333,19.49 centimetre
97334,17.2 centimetre
97335,8.42 inch
97336,5.5 centimetre
97337,2.7 inch
97338,24.0 centimetre
97339,30.0 centimetre
97340,9.0 centimetre
97341,33.0 centimetre
97342,18.0 centimetre
97343,18.0 centimetre
97344,18.0 centimetre
97345,200 kilogram
97346,200.0 kilogram
97347,85.0 millimetre
97348,85.0 millimetre
97349,15.7 centimetre
97350,300.0 kilogram
97351,300 kilogram
97352,6.38 centimetre
97353,2.0 pound
97354,100.0 kilogram
97355,100 kilogram
97356,6.5 centimetre
97357,23.63 inch
97358,8.0 inch
97359,8.0 inch
97360,10.0 centimetre
97361,10.0 centimetre
97362,8.0 centimetre
97363,8.0 centimetre
97364,3.3 centimetre
97365,3.0 centimetre
97366,1.0 inch
97367,6.5 inch
97368,6.5 centimetre
97369,6.5 centimetre
97370,6.5 centimetre
97371,12.0 inch
97372,250.0 millimetre
97373,8.0 centimetre
97374,11.0 centimetre
97375,12.0 gram
97376,43.0 centimetre
97377,43.0 centimetre
97378,1000.0 milligram
97379,84.0 centimetre
97380,61.0 centimetre
97381,3.5 inch
97382,31.4 centimetre
97383,11.37 inch
97384,11.37 centimetre
97385,25.0 centimetre
97386,35.5 centimetre
97387,23.0 centimetre
97388,25.0 centimetre
97389,45.0 centimetre
97390,12.0 inch
97391,13.0 centimetre
97392,13.0 centimetre
97393,34.0 centimetre
97394,7.06 inch
97395,13.8 millimetre
97396,3.9 centimetre
97397,8.8 inch
97398,8.8 inch
97399,11.8 inch
97400,30.0 millimetre
97401,2.36 inch
97402,7.87 inch
97403,3.0 centimetre
97404,54.0 millimetre
97405,54.0 millimetre
97406,1.45 inch
97407,1.1 inch
97408,240.0 millimetre
97409,4.5 inch
97410,98.0 centimetre
97411,3.64 inch
97412,3.64 inch
97413,750.0 millimetre
97414,12.0 inch
97415,2.6 inch
97416,2.6 inch
97417,29.0 centimetre
97418,11.4 centimetre
97419,4.0 millimetre
97420,7.0 millimetre
97421,220.0 centimetre
97422,220.0 centimetre
97423,12.0 kilogram
97424,238.0 millimetre
97425,238.0 millimetre
97426,238.0 millimetre
97427,36.0 centimetre
97428,36.0 centimetre
97429,36.0 centimetre
97430,10.0 centimetre
97431,79.0 centimetre
97432,79.0 centimetre
97433,10.0 centimetre
97434,4.0 centimetre
97435,8.0 inch
97436,8.0 inch
97437,120.0 centimetre
97438,120.0 centimetre
97439,35.0 centimetre
97440,6.0 centimetre
97441,35.0 centimetre
97442,3.3 centimetre
97443,3.3 centimetre
97444,2.6 inch
97445,750.0 millilitre
97446,100.0 watt
97447,3.0 centimetre
97448,3.0 centimetre
97449,11.0 centimetre
97450,11.0 centimetre
97451,3.8 centimetre
97452,3.8 centimetre
97453,137.0 centimetre
97454,750.0 gram
97455,750.0 watt
97456,43.0 centimetre
97457,1300.0 millimetre
97458,2.95 inch
97459,2.95 inch
97460,7.5 centimetre
97461,7.5 centimetre
97462,7.5 centimetre
97463,11.4 inch
97464,10 pound
97465,6.0 pound
97466,4.0 centimetre
97467,4.0 centimetre
97468,200.0 kilogram
97469,200 kilogram
97470,6.0 centimetre
97471,6.0 centimetre
97472,11.0 inch
97473,11.0 inch
97474,5.11 inch
97475,5.11 inch
97476,6.5 centimetre
97477,2.55 inch
97478,42.0 centimetre
97479,36.2 inch
97480,230.0 millimetre
97481,3.3 foot
97482,3.3 centimetre
97483,150.0 centimetre
97484,11.0 inch
97485,11.0 inch
97486,3.1 inch
97487,12.0 fluid ounce
97488,38.5 inch
97489,38.5 centimetre
97490,13.0 centimetre
97491,13.0 centimetre
97492,0.86 pound
97493,2.0 millimetre
97494,405.0 millimetre
97495,55.0 millimetre
97496,11.0 centimetre
97497,13.5 inch
97498,13.5 inch
97499,6.0 centimetre
97500,1.03 pound
97501,19.7 inch
97502,38.0 centimetre
97503,29.5 centimetre
97504,29.5 centimetre
97505,20.3 centimetre
97506,20.3 centimetre
97507,30.0 centimetre
97508,18.0 centimetre
97509,450.0 millimetre
97510,450.0 millimetre
97511,19.0 centimetre
97512,16.0 centimetre
97513,16.0 centimetre
97514,7.0 centimetre
97515,60.0 centimetre
97516,20.71 inch
97517,3.24 meter
97518,415.0 millimetre
97519,415.0 millimetre
97520,29.0 centimetre
97521,29.0 centimetre
97522,10.3 centimetre
97523,10.3 centimetre
97524,27.5 millimetre
97525,5.0 centimetre
97526,38.0 centimetre
97527,50.0 millilitre
97528,2.55 inch
97529,18.0 centimetre
97530,18.0 centimetre
97531,18.0 centimetre
97532,6.1 pound
97533,85.0 centimetre
97534,22.0 centimetre
97535,85.0 centimetre
97536,85.0 centimetre
97537,25.0 centimetre
97538,25.0 centimetre
97539,25.0 centimetre
97540,4.0 centimetre
97541,12.0 centimetre
97542,12.0 centimetre
97543,25.0 centimetre
97544,3.8 inch
97545,35.56 centimetre
97546,23.0 centimetre
97547,25.0 millimetre
97548,5.1 inch
97549,5.1 inch
97550,15.0 pound
97551,15 pound
97552,24.0 centimetre
97553,24.0 centimetre
97554,3.4 millimetre
97555,3.34 centimetre
97556,210.0 centimetre
97557,210.0 centimetre
97558,26.0 centimetre
97559,26.4 centimetre
97560,"[0.0, 230.0] pound"
97561,12.0 inch
97562,6.5 centimetre
97563,6.5 centimetre
97564,5.59 centimetre
97565,5.59 centimetre
97566,6.3 inch
97567,1.2 millimetre
97568,110.0 centimetre
97569,19.9 centimetre
97570,6.0 foot
97571,6.0 foot
97572,7.8 centimetre
97573,5.91 inch
97574,36.0 centimetre
97575,24.0 centimetre
97576,24.0 centimetre
97577,36.0 inch
97578,7.87 centimetre
97579,3.0 centimetre
97580,1.2 centimetre
97581,1.2 centimetre
97582,8.5 fluid ounce
97583,6.8 centimetre
97584,21.0 centimetre
97585,19.5 centimetre
97586,24.0 centimetre
97587,24.8 centimetre
97588,24.8 centimetre
97589,4.50 gram
97590,6.7 centimetre
97591,8.0 inch
97592,7.0 centimetre
97593,7.0 centimetre
97594,68.0 inch
97595,28.5 centimetre
97596,35.0 centimetre
97597,24.0 centimetre
97598,24.0 centimetre
97599,3.5 centimetre
97600,3.5 centimetre
97601,36.1 inch
97602,36.1 inch
97603,24.0 millimetre
97604,2.36 inch
97605,2.36 inch
97606,3.85 inch
97607,3.0 inch
97608,3.9 inch
97609,8.0 centimetre
97610,55.0 millimetre
97611,8.5 centimetre
97612,0.35 centimetre
97613,70.0 centimetre
97614,7.4 centimetre
97615,7.4 centimetre
97616,24.0 centimetre
97617,24.0 centimetre
97618,200 pound
97619,38.0 centimetre
97620,38.0 centimetre
97621,6.2 inch
97622,0.5 centimetre
97623,80.0 centimetre
97624,200.0 centimetre
97625,26.8 inch
97626,7.8 centimetre
97627,11.0 centimetre
97628,28.3 centimetre
97629,50.0 centimetre
97630,50.0 centimetre
97631,5.0 centimetre
97632,8.0 inch
97633,25.0 inch
97634,23.0 centimetre
97635,16.8 inch
97636,16.8 inch
97637,16.8 inch
97638,25.0 centimetre
97639,25.0 centimetre
97640,42.0 centimetre
97641,42.0 centimetre
97642,21.5 centimetre
97643,70.0 centimetre
97644,70.0 centimetre
97645,20.0 centimetre
97646,2.76 inch
97647,3.54 inch
97648,1.4 centimetre
97649,3.0 centimetre
97650,13.0 inch
97651,13.0 inch
97652,2.95 inch
97653,2.0 centimetre
97654,7.13 inch
97655,10.24 centimetre
97656,10.0 centimetre
97657,10.0 centimetre
97658,10.0 centimetre
97659,3.0 ton
97660,2.5 centimetre
97661,8.9 inch
97662,8.9 inch
97663,140.0 centimetre
97664,140.0 centimetre
97665,2.58 kilogram
97666,10.0 gram
97667,29.7 centimetre
97668,21.0 centimetre
97669,4.0 centimetre
97670,15.0 centimetre
97671,4.0 centimetre
97672,42.0 centimetre
97673,50.0 centimetre
97674,5.0 pound
97675,3.9 inch
97676,3.9 inch
97677,300.0 gram
97678,3.5 centimetre
97679,7.8 inch
97680,7.8 inch
97681,100 kilogram
97682,100.0 kilogram
97683,0.39 inch
97684,22.0 centimetre
97685,22.0 centimetre
97686,16.0 centimetre
97687,25.0 centimetre
97688,25.0 centimetre
97689,10.0 centimetre
97690,7.0 centimetre
97691,36.0 inch
97692,36.0 inch
97693,182.0 centimetre
97694,4.0 centimetre
97695,47.2 inch
97696,17.5 centimetre
97697,4.0 centimetre
97698,75.0 centimetre
97699,2.95 centimetre
97700,26.0 centimetre
97701,1.0 inch
97702,1.0 inch
97703,1.6 inch
97704,23.0 centimetre
97705,35.0 centimetre
97706,26.0 centimetre
97707,26.0 centimetre
97708,2.5 inch
97709,2.5 inch
97710,500.0 gram
97711,500.0 watt
97712,8.0 inch
97713,20.7 centimetre
97714,24.0 centimetre
97715,9.4 inch
97716,24.41 inch
97717,20.0 centimetre
97718,6.75 centimetre
97719,45.0 millimetre
97720,25.0 centimetre
97721,54.0 centimetre
97722,54.0 centimetre
97723,54.0 centimetre
97724,9.84 centimetre
97725,9.84 foot
97726,13.8 inch
97727,13.8 inch
97728,2.1 inch
97729,2.1 inch
97730,39.5 centimetre
97731,24.0 centimetre
97732,24.0 centimetre
97733,24.0 centimetre
97734,6.0 inch
97735,6.0 inch
97736,10.4 inch
97737,4.0 inch
97738,2.75 centimetre
97739,3.54 inch
97740,60.0 inch
97741,60.0 inch
97742,60.0 inch
97743,2.3 centimetre
97744,0.25 centimetre
97745,29.87 inch
97746,3.3 centimetre
97747,4.5 centimetre
97748,18.0 milligram
97749,3.3 inch
97750,100.0 watt
97751,7.87 inch
97752,1.0 fluid ounce
97753,3.5 inch
97754,60.0 millimetre
97755,2.4 inch
97756,43.0 millimetre
97757,140.0 gram
97758,13.0 centimetre
97759,2.0 ounce
97760,50.0 millimetre
97761,3.0 pound
97762,28.0 centimetre
97763,8.0 inch
97764,8.0 inch
97765,26.0 centimetre
97766,26.0 centimetre
97767,1.18 centimetre
97768,1.18 centimetre
97769,3.0 meter
97770,34.0 inch
97771,6.38 inch
97772,140.0 centimetre
97773,140.0 centimetre
97774,6.0 foot
97775,2.2 centimetre
97776,2.2 centimetre
97777,5.0 centimetre
97778,16.5 inch
97779,3.0 centimetre
97780,55.0 centimetre
97781,55.0 centimetre
97782,3.15 inch
97783,3.15 inch
97784,30.0 centimetre
97785,30.0 centimetre
97786,11.5 inch
97787,75.0 inch
97788,5.0 centimetre
97789,5.0 centimetre
97790,40.0 centimetre
97791,6.0 millimetre
97792,22.0 centimetre
97793,22.0 centimetre
97794,12.0 centimetre
97795,10.0 inch
97796,4.3 inch
97797,6.5 inch
97798,7.5 centimetre
97799,85.0 centimetre
97800,85.0 centimetre
97801,85.0 centimetre
97802,37.0 centimetre
97803,200.0 gram
97804,7.5 centimetre
97805,4.3 centimetre
97806,4.3 centimetre
97807,4.7 inch
97808,4.7 inch
97809,4.7 inch
97810,160.0 centimetre
97811,24.0 centimetre
97812,24.0 centimetre
97813,7.68 inch
97814,45.0 centimetre
97815,1.9 inch
97816,3.0 kilogram
97817,"[3.0, 6.6] pound"
97818,2.0 pound
97819,30.0 centimetre
97820,12.0 centimetre
97821,6.0 inch
97822,7.0 inch
97823,7.0 inch
97824,7.0 inch
97825,"[78.0, 28.0] pound"
97826,35 kilogram
97827,24.13 centimetre
97828,19.68 inch
97829,39.0 centimetre
97830,19.68 centimetre
97831,10.8 centimetre
97832,50.0 millimetre
97833,5.3 inch
97834,36.0 volt
97835,3.0 centimetre
97836,3.0 centimetre
97837,105.0 centimetre
97838,1.3 inch
97839,1.0 gram
97840,1200.0 watt
97841,1.25 centimetre
97842,4.53 inch
97843,28.0 centimetre
97844,28.0 centimetre
97845,28.0 centimetre
97846,7.5 centimetre
97847,8.3 centimetre
97848,3.8 centimetre
97849,5.5 centimetre
97850,6.0 centimetre
97851,6.0 centimetre
97852,6.0 centimetre
97853,28.0 gram
97854,28.0 gram
97855,40.0 centimetre
97856,40.0 centimetre
97857,12.5 centimetre
97858,4.33 inch
97859,4.0 centimetre
97860,18.1 inch
97861,1.38 inch
97862,1.38 inch
97863,8.0 foot
97864,34.0 centimetre
97865,23.5 centimetre
97866,30.3 centimetre
97867,15.7 inch
97868,9.5 inch
97869,3.0 centimetre
97870,3.0 centimetre
97871,3.0 centimetre
97872,7.08 inch
97873,7.08 inch
97874,43.0 centimetre
97875,43.0 centimetre
97876,5.1 inch
97877,25.6 centimetre
97878,25.6 centimetre
97879,25.6 centimetre
97880,6.69 inch
97881,2.16 centimetre
97882,2.16 inch
97883,32.0 ounce
97884,10.0 centimetre
97885,55.0 centimetre
97886,4.0 centimetre
97887,13.0 inch
97888,91.0 centimetre
97889,47.0 centimetre
97890,13.0 inch
97891,100.0 millimetre
97892,100.0 millimetre
97893,4.0 millimetre
97894,2.6 inch
97895,8.83 ounce
97896,92.0 centimetre
97897,92.0 centimetre
97898,100.0 gram
97899,100.0 gram
97900,30.0 centimetre
97901,30.0 centimetre
97902,3.3 centimetre
97903,35.5 centimetre
97904,10.0 centimetre
97905,6.0 centimetre
97906,6.0 inch
97907,6.0 inch
97908,10.0 centimetre
97909,10.0 centimetre
97910,10.0 centimetre
97911,60.0 centimetre
97912,12.0 inch
97913,12.0 centimetre
97914,41.5 centimetre
97915,40.0 millimetre
97916,80.0 millimetre
97917,23.0 millimetre
97918,84.0 centimetre
97919,35.0 centimetre
97920,43.0 inch
97921,2.36 centimetre
97922,35.96 inch
97923,35.96 centimetre
97924,76.0 centimetre
97925,76.0 centimetre
97926,100.0 millimetre
97927,3.5 centimetre
97928,3.5 centimetre
97929,8.7 inch
97930,1.38 centimetre
97931,1.38 centimetre
97932,15.0 centimetre
97933,3.23 inch
97934,3.23 centimetre
97935,11.0 inch
97936,47.6 centimetre
97937,12.0 inch
97938,3.5 inch
97939,3.5 inch
97940,7.0 inch
97941,5.8 inch
97942,5.8 inch
97943,6.0 centimetre
97944,6.0 inch
97945,11.2 inch
97946,11.2 inch
97947,11.2 inch
97948,2.2 centimetre
97949,7.2 inch
97950,36.0 centimetre
97951,36.0 centimetre
97952,7.1 inch
97953,7.1 inch
97954,7.28 inch
97955,7.0 centimetre
97956,6.3 centimetre
97957,11.0 inch
97958,3.54 centimetre
97959,27.0 centimetre
97960,7.0 centimetre
97961,29.3 centimetre
97962,13.0 centimetre
97963,6.0 inch
97964,8.0 inch
97965,17.7 inch
97966,17.7 inch
97967,1.37 meter
97968,1.37 meter
97969,84.0 inch
97970,32.0 centimetre
97971,6.0 inch
97972,5.0 centimetre
97973,32.0 inch
97974,3.85 inch
97975,3.85 inch
97976,5.0 gram
97977,5.0 gram
97978,103.0 centimetre
97979,202.0 centimetre
97980,20.0 centimetre
97981,4.72 inch
97982,4.72 inch
97983,35.0 centimetre
97984,25.0 centimetre
97985,18.0 centimetre
